doctor,patients_treated,total_appointments,avg_billing,no_shows
Shari Allen,1,0,44409.11,
Shari Bryant,1,0,2778.34,
Shari Davis,3,0,32312.35,
Shari Foster,2,0,6336.71,
Shari Fry,1,0,26608.19,
Shari Miller,2,0,24838.28,
Shari Norris,1,0,29271.82,
Shari Orr,1,0,34922.79,
Shari Rodriguez MD,1,0,27319.47,
Shari Underwood,1,0,39181.55,
Shari Wolfe,1,0,33750.97,
Sharon Acosta,1,0,14990.98,
Sharon Adkins,1,0,3038.11,
Sharon Aguilar,1,0,16524.43,
Sharon Anderson,2,0,30033.37,
Sharon Barber,1,0,35307.04,
Sharon Barker,1,0,21402.39,
Sharon Barton,1,0,9857.86,
Sharon Benson,1,0,10517.57,
Sharon Bird,1,0,38856.84,
Sharon Brady,1,0,37177.87,
Sharon Calhoun DDS,2,0,40648.6,
Sharon Campbell,1,0,50325.56,
Sharon Campos,2,0,40738.73,
Sharon Cardenas,1,0,5643.91,
Sharon Carroll,1,0,30311.45,
Sharon Carter,2,0,39431.61,
Sharon Choi,1,0,10342.13,
Sharon Cole,1,0,23380.05,
Sharon Contreras,1,0,41727.96,
Sharon Cook,1,0,8846.63,
Sharon Cooper,1,0,39452.53,
Sharon Cox,1,0,24034.89,
Sharon Crawford,1,0,27976.67,
Sharon Davis,3,0,11785.23,
Sharon Dominguez,2,0,31476.17,
Sharon Eaton,1,0,6021.46,
Sharon Edwards,1,0,43084.22,
Sharon Fitzpatrick,1,0,22164.35,
Sharon Fleming,1,0,12438.83,
Sharon Franklin,1,0,43694.06,
Sharon Freeman,1,0,31588.53,
Sharon Gaines,1,0,17955.98,
Sharon Garcia,1,0,47940.58,
Sharon Gomez,1,0,16505.78,
Sharon Griffin,1,0,26348.31,
Sharon Guerrero,1,0,40166.43,
Sharon Gutierrez,1,0,11821.7,
Sharon Hall,1,0,8726.7,
Sharon Harding,1,0,15704.09,
Sharon Harris,1,0,12404.92,
Sharon Hawkins,1,0,22001.8,
Sharon Hensley,1,0,4243.2,
Sharon Higgins,1,0,27543.79,
Sharon Hill,1,0,2577.59,
Sharon Hogan,1,0,47602.79,
Sharon Howell,2,0,24129.04,
Sharon Hughes,3,0,17822.39,
Sharon Hurley,1,0,30313.59,
Sharon Jacobs,1,0,18686.38,
Sharon Johnson,3,0,40144.24,
Sharon Jones,1,0,15850.21,
Sharon King,2,0,8895.89,
Sharon Leonard,1,0,4477.2,
Sharon Marquez,2,0,2100.31,
Sharon Martinez,3,0,14028.01,
Sharon Mercado,2,0,22394.05,
Sharon Miller,1,0,44912.85,
Sharon Mills,1,0,40243.64,
Sharon Miranda,1,0,49044.55,
Sharon Morris,1,0,13386.35,
Sharon Morrison,1,0,13895.55,
Sharon Nelson,1,0,41630.55,
Sharon Newman,1,0,41501.34,
Sharon Nguyen,1,0,9971.0,
Sharon Nunez,1,0,4293.33,
Sharon Ochoa,1,0,7872.14,
Sharon Olsen,1,0,23858.39,
Sharon Parsons,1,0,10695.28,
Sharon Paul,1,0,7742.4,
Sharon Payne,2,0,39527.71,
Sharon Perez,2,0,28952.12,
Sharon Phillips,1,0,23154.87,
Sharon Porter,1,0,10644.89,
Sharon Rivers,1,0,3288.4,
Sharon Robbins,1,0,36748.13,
Sharon Roberts,1,0,5982.46,
Sharon Robinson,1,0,17632.13,
Sharon Rojas DVM,1,0,19915.22,
Sharon Sanchez,1,0,22386.34,
Sharon Savage,1,0,13753.31,
Sharon Schultz,1,0,7704.81,
Sharon Shaw,1,0,27536.4,
Sharon Smith,3,0,39381.11,
Sharon Snyder,1,0,38898.63,
Sharon Stanley,1,0,48418.75,
Sharon Stephens,1,0,797.12,
Sharon Taylor,1,0,41124.4,
Sharon Terry,2,0,42321.59,
Sharon Thomas,1,0,33868.44,
Sharon Tucker,1,0,12166.42,
Sharon Turner,1,0,7910.87,
Sharon Underwood,1,0,8639.96,
Sharon Vance,1,0,42641.48,
Sharon Vazquez,2,0,37175.96,
Sharon Walters,1,0,46235.75,
Sharon Waters,1,0,4957.52,
Sharon Weber,1,0,23034.68,
Sharon Whitaker,1,0,4422.74,
Sharon White,1,0,33755.64,
Sharon Williams,1,0,16492.9,
Sharon Wilson,1,0,25601.44,
Sharon Wood,1,0,2894.12,
Shaun Cooper,2,0,34131.22,
Shaun Hill,2,0,30474.69,
Shaun Jackson,2,0,20815.73,
Shaun Jordan,1,0,9158.53,
Shaun Murray,1,0,47120.86,
Shaun Phillips,1,0,30658.09,
Shaun Price,2,0,42437.54,
Shaun Smith,3,0,19681.97,
Shaun Stafford,1,0,38506.74,
Shaun Warren,1,0,23007.1,
Shawn Adams,1,0,28450.91,
Shawn Allen,1,0,29273.21,
Shawn Alvarado,1,0,44938.46,
Shawn Anderson,1,0,28773.24,
Shawn Austin,1,0,36350.14,
Shawn Bailey,1,0,33863.08,
Shawn Baker,1,0,9799.63,
Shawn Bell,1,0,28288.97,
Shawn Boyd,1,0,25271.88,
Shawn Brock,1,0,22842.58,
Shawn Brown,2,0,22847.53,
Shawn Brown Jr.,1,0,15670.58,
Shawn Butler,1,0,33899.0,
Shawn Cain,1,0,49792.36,
Shawn Campbell,1,0,13893.53,
Shawn Cantu,1,0,20647.33,
Shawn Carroll,2,0,35916.87,
Shawn Carter,3,0,17991.75,
Shawn Cummings,1,0,19308.85,
Shawn Curry,2,0,38456.23,
Shawn Davis,1,0,37913.47,
Shawn Diaz,1,0,14290.88,
Shawn Dominguez,1,0,27322.87,
Shawn Evans,1,0,9736.14,
Shawn Flores,1,0,12431.62,
Shawn Foley,1,0,3244.37,
Shawn Garcia,1,0,38412.8,
Shawn Gonzales,1,0,2626.51,
Shawn Gonzalez,1,0,7020.28,
Shawn Green DDS,2,0,42284.22,
Shawn Guerrero,1,0,15134.36,
Shawn Hall,1,0,3828.44,
Shawn Hamilton,1,0,32574.48,
Shawn Hanna,2,0,37874.62,
Shawn Herring,1,0,6702.08,
Shawn Hicks,2,0,18164.71,
Shawn Hill,1,0,36861.21,
Shawn Hobbs,1,0,48357.51,
Shawn Howard,1,0,50543.18,
Shawn Hughes,1,0,2620.5,
Shawn Jennings,1,0,15631.57,
Shawn Johnson,1,0,44751.03,
Shawn Jordan,1,0,44491.91,
Shawn Kerr,1,0,19714.79,
Shawn Kim,1,0,45099.02,
Shawn King,1,0,40672.67,
Shawn Kirk,1,0,47940.81,
Shawn Lane,1,0,24408.16,
Shawn Lee,1,0,12415.15,
Shawn Martinez,1,0,6369.91,
Shawn Mcclain,1,0,3232.45,
Shawn Mcfarland,1,0,35194.74,
Shawn Mckinney,1,0,27685.5,
Shawn Mejia,1,0,10931.73,
Shawn Mendoza,1,0,15198.9,
Shawn Miller,2,0,25978.74,
Shawn Moore,1,0,28364.5,
Shawn Morris,1,0,15902.61,
Shawn Morrison DVM,1,0,24850.46,
Shawn Nelson,1,0,33951.96,
Shawn Nielsen,1,0,41716.78,
Shawn Peters,1,0,10381.48,
Shawn Phillips,1,0,20031.07,
Shawn Price,1,0,30895.08,
Shawn Ramirez,1,0,37389.13,
Shawn Reyes,1,0,47389.47,
Shawn Reyes DDS,1,0,10354.37,
Shawn Richardson,1,0,33683.16,
Shawn Rios,1,0,30049.12,
Shawn Rivera,2,0,13012.75,
Shawn Roberson,1,0,1836.97,
Shawn Roberts,1,0,8489.82,
Shawn Rojas,1,0,35413.47,
Shawn Roman,1,0,8369.36,
Shawn Rubio,1,0,5721.97,
Shawn Russell,1,0,37907.06,
Shawn Santiago,1,0,31230.71,
Shawn Santos,1,0,47411.59,
Shawn Scott,1,0,468.3,
Shawn Shepherd,1,0,43998.31,
Shawn Simmons,1,0,38709.35,
Shawn Simon,1,0,19316.26,
Shawn Sloan,1,0,36504.61,
Shawn Sullivan,1,0,32495.93,
Shawn Tate,1,0,31510.3,
Shawn Thomas,2,0,28103.32,
Shawn Todd,1,0,26147.1,
Shawn Torres,1,0,32686.66,
Shawn Townsend,1,0,34698.29,
Shawn Vincent,1,0,44359.88,
Shawn Warren,1,0,45098.55,
Shawn Washington,1,0,4980.96,
Shawn Webb,1,0,32539.94,
Shawn Whitaker,1,0,6219.99,
Shawn White,2,0,10668.78,
Shawn Wiggins,1,0,11300.72,
Shawn Williams,2,0,39907.76,
Shawn Wilson,3,0,9570.21,
Shawn Woods,1,0,12855.1,
Shawna Alvarez,1,0,38550.98,
Shawna Barber,1,0,35737.38,
Shawna Higgins,1,0,50782.45,
Shawna Vaughn,1,0,10935.39,
Sheena Anderson,1,0,20134.41,
Sheena Carlson,1,0,11425.68,
Sheena Farley,1,0,23269.84,
Sheena Jackson,1,0,25959.38,
Sheena Nash,1,0,15874.58,
Sheena Ramirez,1,0,3683.96,
Sheena Rivas,1,0,21490.65,
Sheena Weaver,1,0,34162.48,
Sheena Wilson,1,0,46663.11,
Sheila Adams,1,0,12065.01,
Sheila Alvarado,1,0,3979.58,
Sheila Anderson,1,0,6145.82,
Sheila Ayers,1,0,3236.76,
Sheila Ball,1,0,35709.62,
Sheila Bowen,1,0,22557.48,
Sheila Bowers,2,0,40006.52,
Sheila Bradley,1,0,13428.39,
Sheila Brennan,1,0,36830.68,
Sheila Brewer,1,0,35935.0,
Sheila Butler,1,0,28401.85,
Sheila Byrd,1,0,32006.38,
Sheila Campbell,2,0,18903.83,
Sheila Cardenas,1,0,33347.75,
Sheila Collins,1,0,1030.11,
Sheila Cooper,1,0,39225.61,
Sheila David,1,0,46255.62,
Sheila Edwards,1,0,51086.36,
Sheila Fleming,1,0,44511.07,
Sheila Flowers,2,0,8265.77,
Sheila Foster,1,0,28201.59,
Sheila Fuller,1,0,33953.29,
Sheila Gallagher,1,0,42566.77,
Sheila Galloway,1,0,933.76,
Sheila Hartman,1,0,36903.93,
Sheila Hill,1,0,13051.03,
Sheila Ho,1,0,14867.8,
Sheila James,1,0,31374.31,
Sheila Johnson,3,0,20436.25,
Sheila Kelly,2,0,11886.77,
Sheila Mccormick,1,0,30178.31,
Sheila Medina,1,0,2671.58,
Sheila Moore,1,0,35770.55,
Sheila Morris,2,0,40140.83,
Sheila Munoz,1,0,32181.14,
Sheila Nelson,2,0,10322.49,
Sheila Nguyen,1,0,38645.41,
Sheila Perry,1,0,43750.36,
Sheila Porter,2,0,48475.82,
Sheila Rivera,1,0,34284.43,
Sheila Rodgers,1,0,50089.29,
Sheila Rodriguez,1,0,18841.09,
Sheila Schwartz,1,0,28157.62,
Sheila Shepherd,1,0,43280.16,
Sheila Smith,2,0,29794.2,
Sheila Trevino,1,0,27144.22,
Sheila Valencia,1,0,49678.57,
Sheila Vega,2,0,7082.11,
Sheila Walker,1,0,44984.48,
Sheila Wallace,2,0,29010.04,
Sheila Walters,2,0,13238.98,
Sheila Walton,1,0,18842.44,
Sheila Washington,1,0,16859.41,
Sheila Wilson,2,0,25343.35,
Sheila Young,2,0,8527.37,
Shelby Aguirre,1,0,4775.43,
Shelby Alexander,1,0,1309.36,
Shelby Alvarez,1,0,21898.61,
Shelby Baker,1,0,9618.99,
Shelby Charles,1,0,46002.07,
Shelby Clark,2,0,13252.04,
Shelby Diaz,1,0,7387.6,
Shelby Dickerson,1,0,17251.71,
Shelby Duffy,1,0,34580.27,
Shelby Evans,1,0,20764.49,
Shelby Fox,1,0,36146.11,
Shelby Green,1,0,21060.1,
Shelby Hudson,1,0,3757.05,
Shelby Huffman,1,0,11171.3,
Shelby Johnson,3,0,17768.9,
Shelby Jones,2,0,36039.14,
Shelby Lyons,1,0,29546.63,
Shelby Mcguire,1,0,37506.08,
Shelby Miller,1,0,746.71,
Shelby Morgan,1,0,45771.99,
Shelby Oconnor,1,0,32248.77,
Shelby Peters,1,0,19372.94,
Shelby Ramirez,1,0,27304.97,
Shelby Reyes,1,0,32116.13,
Shelby Simmons,1,0,41672.81,
Shelby Simpson,2,0,19757.2,
Shelby Smith,1,0,29290.58,
Shelby Terry,1,0,48082.07,
Shelby Walters,1,0,4699.31,
Shelia Adams PhD,1,0,30540.47,
Shelia Barrett,1,0,10487.42,
Shelia Boyer,1,0,9481.07,
Shelia Burns,1,0,19190.27,
Shelia Cabrera,1,0,31057.96,
Shelia Freeman DDS,1,0,16713.96,
Shelia Johnson,1,0,38595.26,
Shelia Kim,2,0,35259.77,
Shelia Oconnor,1,0,13024.76,
Shelia Powell,1,0,37541.12,
Shelia Reeves,1,0,22808.34,
Shelia Thomas,1,0,33297.88,
Shelia Vasquez,1,0,8543.43,
Shelley Aguirre,1,0,9205.77,
Shelley Alexander,1,0,22796.02,
Shelley Anderson,2,0,33211.71,
Shelley Campbell,2,0,24783.84,
Shelley Collins,1,0,31430.55,
Shelley Garcia,2,0,20022.17,
Shelley Garrison,1,0,8323.57,
Shelley Green,1,0,19026.29,
Shelley Greer,1,0,7884.27,
Shelley Harper,1,0,9588.41,
Shelley Hoover,1,0,5017.02,
Shelley Jackson,1,0,10428.94,
Shelley Jones,1,0,16124.69,
Shelley Lopez,1,0,24028.39,
Shelley Lucas,1,0,42322.02,
Shelley Maldonado,1,0,36526.02,
Shelley Martinez,1,0,32656.78,
Shelley Mcbride,1,0,28425.69,
Shelley Miller,1,0,44693.69,
Shelley Mitchell,1,0,2889.09,
Shelley Poole,1,0,28746.08,
Shelley Ramirez,1,0,1713.84,
Shelley Sloan,1,0,44004.29,
Shelley Smith,1,0,18930.15,
Shelley Stevens,1,0,12563.68,
Shelly Andrade,1,0,5453.05,
Shelly Bright,1,0,34968.08,
Shelly Burns,1,0,34051.64,
Shelly Davis,1,0,46901.09,
Shelly Ferguson,2,0,35789.93,
Shelly Fowler,1,0,12288.79,
Shelly Frank,1,0,18070.11,
Shelly Griffith,1,0,37170.71,
Shelly Harrison,1,0,49389.28,
Shelly Hart,1,0,33405.38,
Shelly Hogan,1,0,14388.12,
Shelly Kelley,1,0,46526.07,
Shelly Kelly,1,0,43136.57,
Shelly King,1,0,30153.6,
Shelly Martin,1,0,8423.18,
Shelly Mccullough,1,0,44977.52,
Shelly Meadows,1,0,29270.36,
Shelly Miller,1,0,13872.11,
Shelly Moreno,1,0,31266.29,
Shelly Mosley,1,0,34249.52,
Shelly Murphy,1,0,49244.45,
Shelly Myers,2,0,44269.48,
Shelly Neal,2,0,11929.29,
Shelly Payne,1,0,33941.83,
Shelly Phillips,1,0,9665.98,
Shelly Rodriguez,1,0,35918.58,
Shelly Russell,1,0,6095.57,
Shelly Smith,1,0,35767.71,
Shelly Stephenson,1,0,32078.83,
Shelly Stevens,1,0,50653.84,
Shelly Taylor,1,0,9848.03,
Shelly Tran,1,0,26123.96,
Sheri Bennett,1,0,12990.36,
Sheri Castro,2,0,46421.26,
Sheri Daniels,1,0,30229.97,
Sheri Fitzgerald,1,0,48012.96,
Sheri Galvan,1,0,36448.82,
Sheri Gill,1,0,2329.01,
Sheri Gomez,2,0,45557.53,
Sheri Gould,1,0,21575.32,
Sheri Hoffman,1,0,36954.26,
Sheri Holland PhD,1,0,27725.94,
Sheri Johnson,1,0,8043.98,
Sheri Lee,1,0,5969.25,
Sheri Mercer,1,0,39590.04,
Sheri Moore,2,0,7666.24,
Sheri Nguyen,1,0,13785.27,
Sheri Parker,1,0,14580.06,
Sheri Thomas,1,0,12174.44,
Sheri Waters,1,0,5885.49,
Sheri Watkins,1,0,36133.34,
Sherri Alexander,1,0,30713.43,
Sherri Campbell,2,0,39700.82,
Sherri Campos,1,0,31452.82,
Sherri Contreras,1,0,5576.17,
Sherri Cook,2,0,41649.19,
Sherri Fisher,1,0,22695.51,
Sherri Fowler,2,0,44846.73,
Sherri Frazier,1,0,37864.06,
Sherri Gibson,1,0,23452.51,
Sherri Greene,1,0,32163.09,
Sherri Gregory,1,0,7933.7,
Sherri Henderson,1,0,16565.37,
Sherri Hill,1,0,14265.94,
Sherri Hopkins,1,0,44740.49,
Sherri Humphrey,1,0,15937.41,
Sherri Jimenez,1,0,40827.89,
Sherri Johnson,2,0,25352.07,
Sherri Mckay,1,0,39599.0,
Sherri Mckee,1,0,18437.65,
Sherri Pruitt,1,0,27844.48,
Sherri Rose,1,0,46104.74,
Sherri Sanchez,1,0,12738.06,
Sherri Sanchez DVM,1,0,14926.93,
Sherri Simon,1,0,8555.19,
Sherri Tate,1,0,38185.39,
Sherri Turner,1,0,3851.39,
Sherry Acosta,2,0,16874.68,
Sherry Allen,1,0,22935.46,
Sherry Anderson,2,0,27617.15,
Sherry Arnold,1,0,14786.82,
Sherry Banks,1,0,38921.3,
Sherry Brown,3,0,26999.05,
Sherry Burns,1,0,43410.94,
Sherry Case,1,0,25943.71,
Sherry Cisneros,1,0,23025.62,
Sherry Clark,2,0,29492.99,
Sherry Dudley,2,0,6918.35,
Sherry Durham,1,0,48301.36,
Sherry Edwards,1,0,22006.24,
Sherry Garcia,1,0,48064.43,
Sherry Gonzalez,1,0,5372.45,
Sherry Gordon,1,0,41021.36,
Sherry Hahn,1,0,41260.99,
Sherry Hall,1,0,2987.03,
Sherry Hill,1,0,28941.19,
Sherry Howard,1,0,18314.12,
Sherry Howell,1,0,3340.56,
Sherry Jenkins,1,0,47029.05,
Sherry Johnson,2,0,8474.49,
Sherry Jones,1,0,8316.69,
Sherry Kelley,1,0,48774.85,
Sherry Long,1,0,13766.84,
Sherry Maxwell,1,0,40321.79,
Sherry Moreno,1,0,7914.62,
Sherry Murphy,1,0,43701.68,
Sherry Navarro,1,0,43720.59,
Sherry Nguyen,1,0,29188.05,
Sherry Nichols,1,0,4191.9,
Sherry Oneal,1,0,46075.49,
Sherry Oneill,1,0,31807.17,
Sherry Ortiz,1,0,3135.96,
Sherry Parker,1,0,29685.11,
Sherry Patel,1,0,3763.92,
Sherry Riley,2,0,9897.01,
Sherry Robbins,1,0,10379.31,
Sherry Ryan,1,0,33240.25,
Sherry Salazar,1,0,16461.54,
Sherry Sanchez,1,0,21438.06,
Sherry Sexton,2,0,44665.86,
Sherry Smith,1,0,36658.93,
Sherry Stafford,1,0,1059.76,
Sherry Steele,1,0,38024.36,
Sherry Swanson,1,0,41064.21,
Sherry Torres,1,0,32729.68,
Sherry Turner,2,0,25707.19,
Sherry Vazquez,2,0,13096.71,
Sherry Washington,1,0,1370.26,
Sherry Watson,2,0,42147.23,
Sherry White,1,0,34214.88,
Sherry Williams,2,0,17847.28,
Sherry Williamson,1,0,31443.08,
Sherry Wilson,2,0,38878.72,
Sherry Young,1,0,20971.48,
Sheryl Brady,1,0,48753.5,
Sheryl Brown,1,0,27828.74,
Sheryl Gibbs,1,0,26595.55,
Sheryl Harris,1,0,46485.91,
Sheryl Kelly,1,0,29460.31,
Sheryl Mccarthy,1,0,49317.39,
Sheryl Medina,2,0,32911.03,
Sheryl Olsen,1,0,36210.35,
Sheryl Pena,1,0,35622.2,
Sheryl Pruitt,1,0,26718.41,
Sheryl Reed,1,0,38399.4,
Shirley Armstrong,1,0,1821.35,
Shirley Brock,1,0,8696.69,
Shirley Buck,1,0,41322.07,
Shirley Carpenter,1,0,1679.4,
Shirley Cooke,2,0,6005.72,
Shirley Davis,1,0,15109.02,
Shirley Dawson,1,0,34224.35,
Shirley Hubbard,1,0,42112.96,
Shirley Huber,1,0,47374.36,
Shirley Johnson,1,0,2215.36,
Shirley Martin,1,0,29163.87,
Shirley Martinez,1,0,16575.13,
Shirley Oneill,1,0,2944.17,
Shirley Palmer,1,0,31701.71,
Shirley Pierce,1,0,37660.1,
Shirley Proctor,1,0,27058.38,
Shirley Salas,2,0,39491.62,
Shirley Smith,1,0,11508.82,
Shirley Vaughn,1,0,9347.01,
Shirley Villa,1,0,30344.96,
Shirley Walker,3,0,21256.03,
Shirley Williams,1,0,18422.07,
Sierra Adams,1,0,29027.5,
Sierra Bryant,1,0,6292.77,
Sierra Carlson,1,0,41295.84,
Sierra Coleman,1,0,50690.28,
Sierra Cooper,1,0,17484.12,
Sierra Cortez,1,0,38843.33,
Sierra Dean,1,0,9232.33,
Sierra Gomez,1,0,19187.24,
Sierra Graves,1,0,15459.43,
Sierra Harris,1,0,10979.47,
Sierra Henderson,1,0,12887.76,
Sierra Kerr,1,0,38625.54,
Sierra Larson,1,0,3347.45,
Sierra Lopez,1,0,46322.82,
Sierra Nolan,1,0,43700.83,
Sierra Patel,1,0,27248.06,
Sierra Pugh,1,0,3255.57,
Sierra Quinn,1,0,-271.72,
Sierra Reed,1,0,34045.35,
Sierra Rodgers,2,0,25559.21,
Sierra Rowe,1,0,36223.32,
Sierra Thompson,1,0,23618.83,
Sierra Werner,1,0,19966.65,
Sonia Davis,1,0,41709.12,
Sonia Gonzalez,1,0,38185.2,
Sonia Gray,1,0,11262.87,
Sonia Morris,1,0,11593.94,
Sonia Norman,1,0,44493.96,
Sonia Ponce,1,0,5925.52,
Sonia Ramirez,1,0,1657.61,
Sonia Shields,1,0,2165.22,
Sonia Townsend,1,0,19363.49,
Sonia Williams,1,0,25214.0,
Sonya Bernard,1,0,45220.3,
Sonya Castillo,1,0,25467.47,
Sonya Combs,1,0,37540.06,
Sonya Costa,1,0,35726.73,
Sonya Davila,1,0,17245.42,
Sonya Fletcher,1,0,45625.24,
Sonya Gamble,1,0,15149.19,
Sonya Gonzalez,1,0,6995.9,
Sonya Grant,1,0,16994.2,
Sonya Graves,1,0,34625.01,
Sonya Hicks,1,0,16287.12,
Sonya Jackson,1,0,27533.94,
Sonya Jones,2,0,33531.4,
Sonya Kent,1,0,14785.75,
Sonya Mcgee,1,0,40421.52,
Sonya Miller,1,0,17338.25,
Sonya Nolan,2,0,44827.98,
Sonya Olson,2,0,25842.67,
Sonya Owens,1,0,38926.83,
Sonya Russell,1,0,17560.57,
Sonya Smith,2,0,13524.88,
Sonya Steele,1,0,38953.34,
Sonya Wallace,1,0,43064.49,
Sonya Williams,2,0,6872.41,
Sonya Wright,1,0,42876.22,
Sophia Austin,1,0,35514.54,
Sophia Farmer,2,0,23922.92,
Sophia Gibbs,1,0,29678.42,
Sophia James,1,0,26010.5,
Sophia Lam,1,0,25992.12,
Sophia Munoz,1,0,21127.96,
Sophia Price,1,0,36218.94,
Sophia Reeves,1,0,45609.27,
Sophia Shaw,1,0,48544.77,
Sophia Vasquez,1,0,13491.76,
Spencer Allen,1,0,2227.25,
Spencer Anthony,1,0,25364.16,
Spencer Benson,1,0,1862.36,
Spencer Berry,1,0,15752.37,
Spencer Carpenter,1,0,6312.82,
Spencer Escobar,1,0,7338.63,
Spencer Floyd,1,0,36458.48,
Spencer Gallagher,2,0,19042.06,
Spencer Miller,1,0,34142.99,
Spencer Nelson,1,0,28688.42,
Spencer Obrien,1,0,40674.65,
Spencer Odom,1,0,13158.9,
Spencer Ramirez,1,0,13793.94,
Spencer Rivera,1,0,9946.73,
Spencer Rodriguez,2,0,25041.36,
Spencer Rogers,1,0,8889.33,
Spencer Rollins,1,0,6041.47,
Spencer Short,1,0,30041.24,
Spencer Sims,1,0,50711.73,
Spencer Smith,1,0,4849.09,
Spencer York,1,0,48432.34,
Stacey Allen PhD,1,0,35704.04,
Stacey Andersen,1,0,23890.02,
Stacey Armstrong,1,0,24641.53,
Stacey Arnold,1,0,18920.8,
Stacey Atkinson,1,0,35038.05,
Stacey Benton,2,0,22559.42,
Stacey Blair,1,0,39195.24,
Stacey Braun,1,0,2210.53,
Stacey Bryant,1,0,34244.89,
Stacey Buchanan,1,0,35550.06,
Stacey Burgess,1,0,5268.69,
Stacey Caldwell,1,0,49951.46,
Stacey Campbell,1,0,49202.42,
Stacey Carpenter,3,0,19446.29,
Stacey Castillo,1,0,17572.05,
Stacey Christensen,1,0,10784.89,
Stacey Coleman,1,0,45009.09,
Stacey Daniels,1,0,17300.54,
Stacey Davenport,1,0,-1428.84,
Stacey Duncan,2,0,21723.15,
Stacey Elliott,2,0,40142.73,
Stacey Estrada,1,0,11890.51,
Stacey Fletcher,1,0,20159.5,
Stacey Garcia,1,0,11068.31,
Stacey Glover,2,0,21402.34,
Stacey Gonzalez,2,0,34437.08,
Stacey Hamilton,1,0,41514.66,
Stacey Harris,1,0,43667.14,
Stacey Hayes,1,0,22904.17,
Stacey Henderson,1,0,10612.27,
Stacey Irwin,1,0,47386.5,
Stacey Jackson,1,0,23745.88,
Stacey James,1,0,20592.85,
Stacey Lamb,1,0,38454.89,
Stacey Lewis,1,0,22222.12,
Stacey Lopez,1,0,21410.53,
Stacey Marshall,1,0,37068.43,
Stacey Martin,1,0,6584.67,
Stacey Mccarthy,1,0,29991.23,
Stacey Mccarty,1,0,7744.58,
Stacey Melendez,1,0,19218.49,
Stacey Melton,1,0,33189.43,
Stacey Mendez,1,0,3985.48,
Stacey Mendoza,1,0,45173.05,
Stacey Miranda,1,0,31706.86,
Stacey Montgomery,1,0,38138.43,
Stacey Myers,1,0,27961.4,
Stacey Nguyen,1,0,47551.57,
Stacey Oconnell,1,0,45968.17,
Stacey Oneal,1,0,26049.38,
Stacey Owen,1,0,13456.98,
Stacey Parker,2,0,20612.54,
Stacey Parks,2,0,37386.05,
Stacey Ray,1,0,31380.36,
Stacey Reed,1,0,10467.47,
Stacey Rice,2,0,11155.69,
Stacey Rios,2,0,19147.98,
Stacey Robinson,2,0,50189.8,
Stacey Rodriguez,2,0,26413.98,
Stacey Russell,1,0,37806.57,
Stacey Sandoval,2,0,32437.59,
Stacey Simmons,1,0,25581.19,
Stacey Smith,1,0,8351.64,
Stacey Stone,1,0,39133.44,
Stacey Taylor,1,0,49989.37,
Stacey Terry,1,0,30189.82,
Stacey Thomas,1,0,24443.93,
Stacey Vasquez,2,0,33046.12,
Stacey Ward,1,0,9244.9,
Stacey Weaver,1,0,34903.67,
Stacey Webb,1,0,7911.35,
Stacey White,1,0,37223.21,
Stacey White PhD,1,0,38295.26,
Stacey Wiggins,1,0,19988.08,
Stacey Wood,1,0,40884.63,
Stacey Yoder,1,0,2258.5,
Stacie Alvarez,1,0,38780.06,
Stacie Andrade,1,0,10898.21,
Stacie Brown,1,0,40789.99,
Stacie Clarke,1,0,45650.5,
Stacie Hardin,2,0,18483.05,
Stacie Hinton,1,0,8077.34,
Stacie King,1,0,30213.31,
Stacie Moran,1,0,18923.35,
Stacie Peterson,1,0,31376.83,
Stacie Robinson,1,0,17467.53,
Stacy Allen,1,0,5798.38,
Stacy Allison,1,0,26573.36,
Stacy Bender,1,0,28954.26,
Stacy Best,1,0,41472.18,
Stacy Boone,1,0,16160.04,
Stacy Brewer,1,0,27950.35,
Stacy Castro,2,0,20162.17,
Stacy Clark,2,0,35740.81,
Stacy Collier,1,0,1243.47,
Stacy Davis,1,0,14542.33,
Stacy Dean,1,0,29566.2,
Stacy Dunn,1,0,23438.59,
Stacy Farrell,1,0,23921.73,
Stacy Ferguson,1,0,29289.78,
Stacy Garcia,2,0,24992.64,
Stacy Gonzalez,1,0,8821.17,
Stacy Green,1,0,14368.07,
Stacy Harris,1,0,33881.12,
Stacy Hernandez,1,0,35441.2,
Stacy Holt,1,0,32722.38,
Stacy Hunt,1,0,28966.54,
Stacy Jackson,1,0,19882.1,
Stacy Johnson,1,0,32931.68,
Stacy Jones,1,0,38761.48,
Stacy Knight,1,0,11343.92,
Stacy Little,1,0,35374.11,
Stacy Long,2,0,44993.68,
Stacy Love,1,0,38028.09,
Stacy Marquez,1,0,2466.95,
Stacy Martinez,1,0,40360.0,
Stacy Meza,1,0,40482.47,
Stacy Miller,2,0,45738.86,
Stacy Nelson,2,0,9871.5,
Stacy Newton,1,0,16835.09,
Stacy Page,1,0,11601.76,
Stacy Patterson,1,0,20797.71,
Stacy Pierce,1,0,21705.28,
Stacy Potter,1,0,37545.36,
Stacy Powell DVM,1,0,35312.62,
Stacy Ramirez,3,0,29397.3,
Stacy Rodriguez,2,0,34988.26,
Stacy Romero,1,0,18390.55,
Stacy Saunders,1,0,27164.18,
Stacy Smith,3,0,11666.17,
Stacy Soto,1,0,44064.56,
